Cathegorie,Product ID,Product Name,Product Type,Additional service ,Regions,Where,Video/Photos,duration,Number of peoples,Unit price ,Sales,Views,Quantity,Sales Last Year,Views Last Year,Quantity Last Year,Grow sales
Helicopter,1474214,20 minutes de survol du mont Blanc en hélicoptère à 2,(Durée) de survol,,Auvergne-Rhône-Alpes,Mont-Blanc,,20,2,"299,90"," €  12 245,92 ",  1 216 ,  41 ," €  12 995,67 ",  1 200 ,  43 ,"-5,77%"
Helicopter,1508908,Balade en hélicoptère de 20 minutes à 2 au-dessus de l'ouest lyonnais,Balade en ,,Auvergne-Rhône-Alpes,Ouest lyonnais,,20,2,"359,90", €  -   ,  27 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1508915,Promenade dans les airs : 20 min de vol en hélicoptère pour 2 au départ de Saint-Étienne,Promenade dans les airs,,Auvergne-Rhône-Alpes,Saint-Étienne,,20,2,"359,90", €  -   ,  30 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1508907,Survol de 20 min en hélicoptère de Lyon Est-Miribel pour 2,Survol (Durée),,Auvergne-Rhône-Alpes,Lyon Est-Miribel ,,20,2,"359,90", €  -   ,  53 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1508909,"Vol en hélicoptère de 20 min pour 2 au dessus de Roanne, la Loire et ses environs",Vol en ,,Auvergne-Rhône-Alpes,Roanne,,20,2,"359,90", €  -   ,  34 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1344594,Vol sur mesure en hélicoptère d'1h en Savoie,Vol sur-mesure,,Auvergne-Rhône-Alpes,Savoie,,60,,"649,90", €  -   ,  87 ,  -   , €  -   ,  81 ,  -   ,"0,00%"
Helicopter,1483667,Promenade dans les airs : 20 min de vol en hélicoptère au départ de Mâcon,Promenade dans les airs,,Bourgogne-Franche-Comté,Mâcon,,20,1,"184,90", €  -   ,  34 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1508905,Promenade dans les airs : 20 min de vol en hélicoptère pour 2 au départ de Mâcon,Promenade dans les airs,,Bourgogne-Franche-Comté,Mâcon,,20,2,"359,90", €  -   ,  23 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1462146,Vol d'initiation au pilotage d'hélicoptère à Chalon-sur-Saône,Vol d'initiation,,Bourgogne-Franche-Comté,Chalon-sur-Saône,,,,"295,90", €  -   ,  120 ,  -   , €  -   ,  153 ,  -   ,"0,00%"
Helicopter,1467666,Vol d'initiation au pilotage d'un hélicoptère de 20 min à Chalon-sur-Saône,Vol d'initiation,,Bourgogne-Franche-Comté,Chalon-sur-Saône,,20,,"274,90", €  -   ,  80 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1474233,Vol en hélicoptère pour 2 à la découverte des côtes de Beaune,Vol en ,,Bourgogne-Franche-Comté,Beaune,,,2,"399,90", €  -   ,  139 ,  -   , €  -   ,  109 ,  -   ,"0,00%"
Helicopter,1505151,15 minutes la tête dans les nuages lors d'un vol en hélicoptère à Quimper pour 2,(durée) a tête dans les nuage,,Bretagne,Quimper,,15,2,"299,90", €  -   ,  5 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1505140,25 minutes dans les airs lors d'un vol en hélicoptère à Quimper,(durée) dans les airs,,Bretagne,Quimper,,25,,"229,90", €  -   ,  26 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1505147,25 minutes de vol en hélicoptère pour découvrir Lorient et ses environs,(durée) de vol en,,Bretagne,Lorient,,25,,"249,90", €  -   ,  38 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1505141,25 minutes de vol panoramique en hélicoptère pour découvrir Saint-Brieuc,(durée) vol panoramique,,Bretagne,Saint-Brieuc,,25,,"229,90", €  -   ,  16 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1505152,35 minutes la tête dans les nuages lors d'un vol en hélicoptère à Saint-Brieuc,(durée) a tête dans les nuage,,Bretagne,Saint-Brieuc,,35,,"309,90", €  -   ,  4 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1505121,Balade dans les airs au-dessus de la Bretagne avec 15 min de vol en hélicoptère,Balade dans les airs,,Bretagne,Bretagne,,15,,"129,90", €  -   ,  25 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1505134,La Bretagne depuis les airs : 25 min de vol panoramique en hélicoptère,(lieu) depuis les airs ,,Bretagne,Bretagne,,25,,"209,90", €  -   ,  37 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1503568,Le Morbihan depuis les airs : 20 min de vol en hélicoptère au-dessus de Vannes et sa région,(lieu) depuis les airs ,,Bretagne,Vannes,,20,,"184,90", €  -   ,  136 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1505142,Promenade dans les airs près de Dinan avec 15 min de vol en hélicoptère pour 2,Promenade dans les airs,,Bretagne,Dinan,,15,2,"249,90", €  -   ,  18 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1505149,Vol en hélicoptère au-dessus de Quiberon et sa presqu'île pour 2,Vol en,,Bretagne,Quiberon et sa presqu'île,,,2,"259,90", €  -   ,  19 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1461200,Châteaux de la Loire vus du ciel : un survol en hélicoptère de 22 min pour 2 personnes,(lieu) vus du ciel,,Centre-Val-De-Loire,Château de la loire,,22,2,"159,90", €  -   ,  404 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1412504,Initiation sensationnelle au pilotage d'un hélicoptère en Touraine,Initiation sensationnelle,,Centre-Val-De-Loire,Touraine,,,,"409,90", €  -   ,  -   ,  -   , €  -   ,  175 ,  -   ,"0,00%"
Helicopter,1509080,Survol en hélicoptère des châteaux de la Loire,Survol en,,Centre-Val-De-Loire,Château de la loire,,,,"109,90", €  -   ,  29 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1505133,Vol en hélicoptère de 25 min au-dessus des châteaux de la Loire,Vol en ,,Centre-Val-De-Loire,Château de la loire,,25,,"209,90", €  -   ,  25 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1412493,Vol exceptionnel en hélicoptère au-dessus du château de Chambord durant 1h,Vol exceptionnel ,,Centre-Val-De-Loire,château de Chambord,,60,,"379,90", €  -   ,  -   ,  -   , €  -   ,  362 ,  -   ,"0,00%"
Helicopter,1411930,Vol panoramique en hélicoptère en duo au-dessus du château d’Amboise,Vol panoramique en ,,Centre-Val-De-Loire,château d’Amboise,,,2,"299,90", €  -   ,  -   ,  -   , €  -   ,  216 ,  -   ,"0,00%"
Helicopter,1514205,Survol en hélicoptère de Colmar pendant 15 min pour 2,Survol en,,Grand-Est,Colmar,,15,2,"299,90", €  -   ,  7 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1508902,Survol en hélicoptère de Colmar pendant 20 min pour 2,Survol en,,Grand-Est,Colmar,,20,2,"359,90", €  -   ,  52 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1514206,Vol au-dessus de Colmar et ses alentours en hélicoptère pendant 15 min avec vidéo,Vol au-dessus,,Grand-Est,Colmar,avec video,15,,"169,90", €  -   ,  4 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1503565,Survol de 25 minutes du Havre et ses environs en hélicoptère,Survol (Durée),,Normandie,Havre ,,25,,"209,90", €  -   ,  37 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1508904,Excursion aérienne de 20 minutes en hélicoptère pour 2 près de Bordeaux,Excursion aérienne,,Nouvelle-Aquitaine,Bordeaux,,20,2,"359,90", €  -   ,  31 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1483676,Excursion aérienne de 20 minutes en hélicoptère près de Bordeaux,Excursion aérienne,,Nouvelle-Aquitaine,Bordeaux,,20,1,"184,90", €  -   ,  31 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1508899,Survol de 20 min en hélicoptère du Sud de Bordeaux pour 2,Survol (Durée),,Nouvelle-Aquitaine,Sud de Bordeaux,,20,2,"359,90", €  -   ,  22 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1505136,Survol de 25 minutes de La Rochelle et ses environs en hélicoptère,Survol (Durée),,Nouvelle-Aquitaine,Rochelle,,25,,"209,90", €  -   ,  22 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1505155,Survol de 35 min de La Rochelle et ses environs en hélicoptère pour 2 personnes,Survol (Durée),,Nouvelle-Aquitaine,Rochelle,,35,2,"579,90", €  -   ,  5 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1483663,Survol en hélicoptère de 20 min au-dessus d'Angoulême et ses environs,Survol en,,Nouvelle-Aquitaine,Angoulême,,20,,"184,90", €  -   ,  20 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1508898,Survol en hélicoptère de 20 min pour 2 au-dessus d'Angoulême et ses environs,Survol en,,Nouvelle-Aquitaine,Angoulême,,20,2,"359,90", €  -   ,  14 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1462154,"Survol en hélicoptère du célèbre fort Boyard, de Fouras et de l'île d'Aix",Survol en,,Nouvelle-Aquitaine,Fort Boyard / Fouras / l'île d'Aix,,,,"144,90", €  -   ,  74 ,  -   , €  -   ,  1 ,  -   ,"0,00%"
Helicopter,1354045,"Survol en hélicoptère du fort Boyard, de Fouras et de l'île d'Aix pour 2",Survol en,,Nouvelle-Aquitaine,fort Boyard / Fouras / l'île d'Aix,,,2,"259,90", €  -   ,  -   ,  -   , €  -   ,  5 ,  -   ,"0,00%"
Helicopter,1467669,Vol de découverte de 10 min du fort Boyard en hélicoptère depuis Rochefort,Vol de découverte (lieu),,Nouvelle-Aquitaine,fort Boyard / Rochefort,,10,,"79,90", €  -   ,  3 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1508914,20 min de vol en hélicoptère au-dessus de Montpellier et ses environs pour 2,Vol en,,Occitanie,Montpellier,,20,2,"359,90", €  -   ,  37 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1508913,Balade dans les airs en duo : vol en hélicoptère de 20 min au-dessus de Sète,Balade dans les airs,,Occitanie,Sète,,20,2,"359,90", €  -   ,  50 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1508901,Carcassonne et sa région vues du ciel : 20 min de survol en hélicoptère en duo,(lieu) vues du ciel,,Occitanie,Carcassonne,,20,2,"359,90", €  -   ,  25 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1505148,Le Canigou depuis les nuages : 30 min de vol en hélicoptère au départ de Perpignan,(lieu) depuis les nuages,,Occitanie,Canigou/Perpignan,,30,,"249,90", €  -   ,  12 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1508900,Survol de 20 min du Cap d'Agde et ses environs en hélicoptère pour 2,Survol (Durée),,Occitanie,Cap d'Agde,,20,2,"359,90", €  -   ,  102 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1483671,Survol en hélicoptère de 20 min entre terre et mer près de Narbonne,Survol en,,Occitanie,Narbonne,,20,,"184,90", €  -   ,  22 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1505145,Toulouse et Airbus vus du ciel : 30 min de vol panoramique en hélicoptère,(lieu) vus du ciel,,Occitanie,Toulouse,,30,,"249,90", €  -   ,  19 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1505128,Vol panoramique en hélicoptère de 15 min au-dessus des Pyrénées Ariégeoises,Vol panoramique en ,,Occitanie,Pyrénées Ariégeoises,,15,,"169,90", €  -   ,  20 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1505138,Vol panoramique en hélicoptère de 20 min au-dessus des environs de Rodez,Vol panoramique en ,,Occitanie,Rodez,,20,,"209,90", €  -   ,  11 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1505154,Vol panoramique en hélicoptère de 35 min au-dessus des Pyrénées Ariégeoises,Vol panoramique en ,,Occitanie,Pyrénées Ariégeoises,,35,,"329,90", €  -   ,  5 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1508689,La France entre ciel et terre : 30 min de survol en hélicoptère avec vidéo,(lieu) entre ciel et terre,,Offre box France Entière,France entière,avec video,30,,"269,90", €  -   ,  59 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1509082,La France vue du ciel : 30 min de vol en hélicoptère pour 2,(lieu) vue du ciel,,Offre box France Entière,France entière,,30,2,"499,90", €  -   ,  29 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1483693,Promenade dans les airs en famille : 20 min de survol en hélicoptère avec vidéo,Promenade dans les airs,,Offre box France Entière,France entière,avec video,20,3,"489,90", €  -   ,  76 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1365585,Vol en hélicoptère pour 2,Vol en ,,Offre box France Entière,France entière,,,2,"599,90", €  -   ,  -   ,  -   , €  -   ,  147 ,  -   ,"0,00%"
Helicopter,1342123,Survol de Lisbonne en hélicoptère pour 2 personnes,Survol (lieu),,Offre en dehors France,Portugal-Lisbonne,,,2,"419,90", €  -   ,  31 ,  -   , €  -   ,  77 ,  -   ,"0,00%"
Helicopter,1500389,Balade en altitude : 20 min de vol en hélicoptère au départ d'Avignon,Balade en altitude,,PACA,Avignon,,20,,"199,90", €  -   ,  14 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1500390,Survol en hélicoptère de 20 min pour 2 au-dessus d'Avignon et ses environs,Survol en,,PACA,Avignon,,20,2,"359,90", €  -   ,  22 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1508910,Survol de 20 min du plateau de Valensole en hélicoptère pour 2,Survol (Durée),,PACA,plateau de Valensole,,20,2,"359,90", €  -   ,  60 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1488245,Balade en altitude : 20 min de vol en hélicoptère au départ de Valensole,Balade en altitude,,PACA,Valensole,,20,,"184,90", €  -   ,  26 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1500392,Le Vaucluse entre ciel et terre : 20 min de vol en hélicoptère avec vidéo pour 3 personnes,(lieu) entre ciel et terre,,PACA,Vaucluse,avec video,20,3,"519,90", €  -   ,  12 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1500391,Le Vaucluse entre ciel et terre : 30 min de survol en hélicoptère avec vidéo,(lieu) entre ciel et terre,,PACA,Vaucluse,avec video,30,,"269,90", €  -   ,  22 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1514208,Vol découverte de Paris-Versailles pendant 45 min en hélicoptère,Vol de découverte (lieu),,Paris & Île-de-France,Paris / Versailles,,45,,"379,90", €  -   ,  11 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1505119,Le Mans et ses environs depuis le ciel : vol panoramique en hélicoptère,(lieu) depuis le ciel,,Pays-De-La-Loire,Mans,,,,"99,90", €  -   ,  22 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1505143,Saint-Nazaire et sa région depuis le ciel : 15 min de vol en hélicoptère à 2,(Lieu) depuis le ciel,,Pays-De-La-Loire,Saint-Nazaire,,15,2,"249,90", €  -   ,  8 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1505139,Saint-Nazaire et sa région depuis les airs : 25 min de vol en hélicoptère,(lieu) depuis les airs ,,Pays-De-La-Loire,Saint-Nazaire,,25,,"209,90", €  -   ,  15 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1505122,Survol de 15 minutes de La Baule et ses environs en hélicoptère,Survol (Durée),,Pays-De-La-Loire,La Baule,,25,,"129,90", €  -   ,  11 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1505146,Survol de 25 min des Sables-d’Olonne et ses environs en hélicoptère,Survol (Durée),,Pays-De-La-Loire,Sables-d’Olonne,,25,,"249,90", €  -   ,  4 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1505126,Survol des Sables-d’Olonne et ses environs en hélicoptère,Survol (lieu),,Pays-De-La-Loire,Sables-d’Olonne,,,,"139,90", €  -   ,  12 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1505124,Vol en hélicoptère au-dessus de Saint-Nazaire et sa région,Vol en,,Pays-De-La-Loire,Saint-Nazaire,,,,"129,90", €  -   ,  15 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1505132,Vol panoramique en hélicoptère : 12 minutes en duo au-dessus du Mans et de ses environs,Vol panoramique en ,,Pays-De-La-Loire,Mans,,12,2,"184,90", €  -   ,  19 ,  -   , €  -   ,  -   ,  -   ,"0,00%"
Helicopter,1374894,20 minutes de vol en hélicoptère autour du Pic du Midi pour 2,(durée) de vol,,Auvergne-Rhône-Alpes,Pic du Midi,,20,2,"269,90"," €  5 353,02 ",  483 ,  20 ," €  5 173,08 ",  752 ,  19 ,"3,48%"
Helicopter,1354024,Survol du fort Boyard et de Chassiron en hélicoptère à vivre en duo,Survol (lieu),,Nouvelle-Aquitaine,Fort Boyard / Chassiron,,,2,"259,90"," €  909,65 ",  52 ,  4 ," €  866,33 ",  343 ,  3 ,"5,00%"
Helicopter,1396420,Baptême d'initiation en hélicoptère dans l'Essonne,Baptême d'initiation,,Paris & Île-de-France,Essonne,,,,"164,90"," €  769,53 ",  241 ,  5 ," €  687,08 ",  241 ,  4 ,"12,00%"
Helicopter,1127861,Adrénaline hélicoptère,Adrénaline hélicoptère,,Offre box France Entière,France entière,,,3,"189,90"," €  20 382,60 ",  8 062 ,  107 ," €  17 091,00 ",  10 251 ,  90 ,"19,26%"
Helicopter,1342613,Vol découverte de Paris et du château de Versailles en hélicoptère de 25 min pour 2 personnes,Vol découverte,,Paris & Île-de-France,Paris / château de Versailles,,25,2,"419,90"," €  7 348,25 ",  573 ,  18 ," €  5 598,67 ",  615 ,  13 ,"31,25%"
Helicopter,1474236,Survol du mont Blanc en hélicoptère pendant 20 minutes depuis Megève,Survol (lieu),Depuis Megève,Auvergne-Rhône-Alpes,Mont-Blanc,,20,1,"159,90"," €  22 386,00 ",  5 251 ,  140 ," €  15 990,00 ",  4 505 ,  100 ,"40,00%"
Helicopter,1456448,Balade aérienne d'1h pour 2 à la découverte de la région toulousaine,Balade aérienne,,Occitanie,Toulouse,,60,2,"179,90"," €  1 679,07 ",  578 ,  9 ," €  1 199,33 ",  276 ,  7 ,"40,00%"
Helicopter,1358317,Vol panoramique en hélicoptère au-dessus du château de Villandry,Vol panoramique en ,,Centre-Val-De-Loire,château de Villandry,,,,"119,90"," €  419,65 ",  314 ,  4 ," €  299,75 ",  309 ,  3 ,"40,00%"
Helicopter,1358325,Vol en hélicoptère à la découverte du château d’Amboise et bien d’autres,Vol en,,Centre-Val-De-Loire,château d’Amboise,,,,"139,90"," €  1 468,95 ",  434 ,  11 ," €  932,67 ",  293 ,  7 ,"57,50%"
Helicopter,1474239,Survol magique en hélicoptère du pic du Midi,Survol magique,,Auvergne-Rhône-Alpes,pic du Midi,,,,"144,90"," €  2 366,70 ",  889 ,  16 ," €  1 449,00 ",  402 ,  10 ,"63,33%"
Helicopter,1474223,Mont Blanc vu du ciel : 30 minutes de vol en hélicoptère depuis les Arcs,(lieu) vus du ciel,depuis les Arcs,Auvergne-Rhône-Alpes,Mont-Blanc,,30,,"199,90"," €  1 865,73 ",  266 ,  9 ," €  999,50 ",  207 ,  5 ,"86,67%"
Helicopter,1474221,Survol sensationnel du mont Blanc en hélicoptère depuis les Arcs 1950,Survol sensationnel,depuis les Arcs 1950,Auvergne-Rhône-Alpes,Mont-Blanc,,,,"149,90"," €  2 098,60 ",  325 ,  14 ," €  1 124,25 ",  507 ,  8 ,"86,67%"
Helicopter,1462142,Vol touristique de 30 minutes en hélicoptère au bassin d'Arcachon,Vol touristique,,Nouvelle-Aquitaine,Arcachon,,30,,"219,90"," €  2 822,05 ",  241 ,  13 ," €  1 466,00 ",  271 ,  7 ,"92,50%"
Helicopter,1342601,Vol de 25 min en hélicoptère au-dessus de l’ouest de Paris et du château de Versailles,Vol (durée),,Paris & Île-de-France,Paris/château de Versailles,,25,,"219,90"," €  2 822,05 ",  438 ,  13 ," €  1 466,00 ",  764 ,  7 ,"92,50%"
Helicopter,1461178,1h de survol de Lyon et ses alentours pour 2,(Durée) de survol,,Auvergne-Rhône-Alpes,Lyon,,60,2,"207,90"," €  2 425,50 ",  315 ,  12 , €  -   ,  -   ,  -   ,"100,00%"
Helicopter,1483673,Balade en hélicoptère de 20 minutes au-dessus de l'ouest lyonnais,Balade en ,,Auvergne-Rhône-Alpes,Ouest lyonnais,,20,1,"184,90"," €  431,43 ",  78 ,  2 , €  -   ,  -   ,  -   ,"100,00%"
Helicopter,1508906,Grenoble et sa région vues d'en haut : 20 minutes de survol en hélicoptère en duo,(lieu) vues d'en haut,,Auvergne-Rhône-Alpes,Grenoble,,20,2,"359,90"," €  419,88 ",  26 ,  1 , €  -   ,  -   ,  -   ,"100,00%"
Helicopter,1483674,Promenade dans les airs : 20 min de vol en hélicoptère au départ de Saint-Étienne,Promenade dans les airs,,Auvergne-Rhône-Alpes,Saint-Étienne,,20,,"184,90"," €  215,72 ",  27 ,  1 , €  -   ,  -   ,  -   ,"100,00%"
Helicopter,1342586,Survol de 20 min du Mont-Blanc en hélicoptère pour 2 personnes depuis les Arcs 1950,Survol (Durée),depuis les Arcs 1950,Auvergne-Rhône-Alpes,Mont-Blanc,,20,2,"358,90"," €  418,72 ",  127 ,  1 , €  -   ,  214 ,  -   ,"100,00%"
Helicopter,1483672,Survol de 20 min en hélicoptère de Lyon Est-Miribel,Survol (Durée),,Auvergne-Rhône-Alpes,Lyon Est-Miribel,,20,1,"184,90"," €  215,72 ",  121 ,  1 , €  -   ,  -   ,  -   ,"100,00%"
Helicopter,1488246,Survol de la Vallée du Grésivaudan en hélicoptère de 20 min près de Grenoble,Survol (lieu),,Auvergne-Rhône-Alpes,Grenoble/ Vallée du Grésivaudan,,20,,"184,90"," €  215,72 ",  35 ,  1 , €  -   ,  -   ,  -   ,"100,00%"
Helicopter,1467664,Survol du mont Blanc de 20 min en hélicoptère,Survol (lieu),,Auvergne-Rhône-Alpes,Mont-Blanc,,20,,"151,90"," €  9 038,05 ",  1 283 ,  60 , €  -   ,  -   ,  -   ,"100,00%"
Helicopter,1474222,Survol du mont Blanc en hélicoptère à 2 pendant 20 minutes,Survol (lieu),,Auvergne-Rhône-Alpes,Mont-Blanc,,20,2,"299,90"," €  3 498,83 ",  472 ,  12 ," €  1 749,42 ",  431 ,  6 ,"100,00%"
Helicopter,1398304,Vol d'initiation au pilotage d'un hélicoptère au-dessus de Grenoble et ses environs pour 2,Vol d'initiation,,Auvergne-Rhône-Alpes,Grenoble,,,2,"459,90"," €  536,55 ",  151 ,  1 , €  -   ,  158 ,  -   ,"100,00%"
Helicopter,1493716,Vol de 20 minutes en hélicoptère au-dessus du bassin grenoblois et ses environs,Vol (durée),,Auvergne-Rhône-Alpes,Grenoble,,20,,"151,90"," €  531,65 ",  60 ,  4 , €  -   ,  -   ,  -   ,"100,00%"
Helicopter,1467663,Vol en hélicoptère  de 30 min autour du mont Blanc,Vol en,,Auvergne-Rhône-Alpes,Mont-Blanc,,30,,"209,90"," €  6 122,08 ",  830 ,  29 , €  -   ,  -   ,  -   ,"100,00%"
Helicopter,1483669,"Vol en hélicoptère de 20 min au dessus de Roanne, la Loire et ses environs",Vol en,,Auvergne-Rhône-Alpes,"Roanne, la Loire",,20,,"184,90"," €  215,72 ",  33 ,  1 , €  -   ,  -   ,  -   ,"100,00%"
Helicopter,1344599,"Vol sur-mesure de 30 min en hélicoptère avec photo-souvenir, en Savoie",Vol sur-mesure,,Auvergne-Rhône-Alpes,Savoie,avec photos,30,,"349,90"," €  816,43 ",  138 ,  2 , €  -   ,  120 ,  -   ,"100,00%"
Helicopter,1474235,Côtes de Beaune vues du ciel : vol découverte en hélicoptère,(lieu) vues du ciel,,Bourgogne-Franche-Comté,Côtes de Beaune,,,,"219,90"," €  256,55 ",  45 ,  1 , €  -   ,  45 ,  -   ,"100,00%"
Helicopter,1461214,Survol privé au-dessus de Besançon et ses alentours pour 2,Survol privé,privé,Bourgogne-Franche-Comté,Besançon,,,2,"192,90"," €  450,10 ",  61 ,  2 , €  -   ,  -   ,  -   ,"100,00%"
Helicopter,1382597,Vol d’initiation inoubliable en hélicoptère de 30 minutes en Côte-d'Or,Vol d’initiation inoubliable,,Bourgogne-Franche-Comté,Côte-d'Or,,30,,"219,90"," €  256,55 ",  151 ,  1 , €  -   ,  211 ,  -   ,"100,00%"
Helicopter,1482553,Vol découverte de 20 min en hélicoptère au-dessus de Montbéliard,Vol découverte,,Bourgogne-Franche-Comté,Montbéliard,,20,,"189,90"," €  221,55 ",  57 ,  1 , €  -   ,  -   ,  -   ,"100,00%"
Helicopter,1474230,Vol en hélicoptère au-dessus de Chalon-sur-Saône et ses environs,Vol en,,Bourgogne-Franche-Comté,Chalon-sur-Saône,,,,"157,90"," €  184,22 ",  188 ,  1 , €  -   ,  159 ,  -   ,"100,00%"
Helicopter,1505127,15 minutes la tête dans les nuages lors d'un vol en hélicoptère à Quimper,(durée) a tête dans les nuage,,Bretagne,Quimper,,15,1,"149,90"," €  174,88 ",  16 ,  1 , €  -   ,  -   ,  -   ,"100,00%"
Helicopter,1503567,Golfe du Morbihan depuis les airs : 30 min de vol panoramique en hélicoptère,(lieu) depuis les airs ,,Bretagne,Golfe du Morbihan,,30,,"248,90"," €  580,77 ",  50 ,  2 , €  -   ,  -   ,  -   ,"100,00%"
Helicopter,1505135,La Bretagne depuis les airs : 25 min de vol en hélicoptère,(lieu) depuis les airs ,,Bretagne,Bretagne,,25,,"209,90"," €  244,88 ",  49 ,  1 , €  -   ,  -   ,  -   ,"100,00%"
Helicopter,1505120,Promenade dans les airs au-dessus de la Bretagne avec 15 min de vol en hélicoptère,Promenade dans les airs,,Bretagne,Bretagne,,15,,"129,90"," €  151,55 ",  40 ,  1 , €  -   ,  -   ,  -   ,"100,00%"
Helicopter,1503566,Vannes depuis les airs : 20 min de vol en hélicoptère au-dessus du golfe du Morbihan à 2,(lieu) depuis les airs ,,Bretagne,Bretagne/Vannes,,20,2,"328,90"," €  1 151,15 ",  93 ,  4 , €  -   ,  -   ,  -   ,"100,00%"
Helicopter,1505123,Vol en hélicoptère au-dessus de Quiberon et sa presqu'île,Vol en,,Bretagne,Quiberon et sa presqu'île,,,,"129,90"," €  303,10 ",  68 ,  2 , €  -   ,  -   ,  -   ,"100,00%"
Helicopter,1461199,Promenade à deux dans les airs : 15 min de vol en hélicoptère près de Tours,Promenade dans les airs,,Centre-Val-De-Loire,Tours,,15,,"179,90"," €  629,65 ",  175 ,  4 , €  -   ,  -   ,  -   ,"100,00%"
Helicopter,1458512,Promenade originale d'1h en dirigeable au-dessus de Tours ou du château de Chenonceau,Promenade originale,,Centre-Val-De-Loire,château de Chenonceau,,60,,"289,90"," €  1 352,87 ",  907 ,  5 , €  -   ,  -   ,  -   ,"100,00%"
Helicopter,1505129,Survol des châteaux de la Loire en hélicoptère,Survol (lieu),,Centre-Val-De-Loire,Château de la loire,,,,"184,90"," €  647,15 ",  64 ,  4 , €  -   ,  -   ,  -   ,"100,00%"
